Patent_ID,Country_Key,Time_Key,PatentAuthorityKey,Patent_Key,AgentRoleKey,PatentCount
2575,14,7,2,2,1,1202.25
2576,14,7,2,2,1,1292.949951171875
2573,14,7,2,2,2,9.29170036315918
2574,14,7,2,2,2,6.833300113677979
2570,14,7,3,1,1,1305.833251953125
2569,14,7,3,1,2,13.66670036315918
2578,14,10,1,1,1,123.75
2577,14,10,1,1,2,7.416699886322021
2581,14,10,1,2,1,8.0
2582,14,10,1,2,1,207.5
2579,14,10,1,2,2,0.0
2580,14,10,1,2,2,0.0
2586,14,10,2,1,1,1503.833251953125
2585,14,10,2,1,2,15.40830039978027
2589,14,10,2,2,1,1196.583251953125
2590,14,10,2,2,1,1563.092895507813
2587,14,10,2,2,2,8.08329963684082
2588,14,10,2,2,2,7.75
2584,14,10,3,1,1,843.75
2583,14,10,3,1,2,11.21669960021973
2592,14,13,1,1,1,125.25
2591,14,13,1,1,2,3.833300113677979
2594,14,13,1,2,1,293.3333129882813
2593,14,13,1,2,2,4.0
2598,14,13,2,1,1,858.0833129882812
2597,14,13,2,1,2,14.53330039978027
2600,14,13,2,2,1,1336.166748046875
2599,14,13,2,2,2,8.741700172424316
2596,14,13,3,1,1,282.0833129882813
2595,14,13,3,1,2,13.875
210,15,4,1,1,1,37.5
209,15,4,1,1,2,42.02500152587891
213,15,4,1,2,1,6.0
214,15,4,1,2,1,20.66670036315918
211,15,4,1,2,2,5.283299922943115
212,15,4,1,2,2,33.06669998168945
218,15,4,2,1,1,89.83329772949219
217,15,4,2,1,2,105.9751968383789
221,15,4,2,2,1,31.0
222,15,4,2,2,1,35.53329849243164
219,15,4,2,2,2,40.60309982299805
220,15,4,2,2,2,46.99029922485352
216,15,4,3,1,1,220.5
215,15,4,3,1,2,225.6535949707031
224,15,7,1,1,1,49.16669845581055
223,15,7,1,1,2,57.27780151367188
227,15,7,1,2,1,5.0
228,15,7,1,2,1,16.5
225,15,7,1,2,2,6.0
226,15,7,1,2,2,21.83329963684082
232,15,7,2,1,1,103.75
231,15,7,2,1,2,127.9968032836914
235,15,7,2,2,1,35.25
236,15,7,2,2,1,51.25
233,15,7,2,2,2,52.11669921875
234,15,7,2,2,2,58.72320175170898
230,15,7,3,1,1,203.5
229,15,7,3,1,2,212.2539978027344
238,15,10,1,1,1,36.43330001831055
237,15,10,1,1,2,47.92679977416992
241,15,10,1,2,1,2.0
242,15,10,1,2,1,19.83329963684082
239,15,10,1,2,2,2.416699886322021
240,15,10,1,2,2,23.04170036315918
246,15,10,2,1,1,65.7833023071289
245,15,10,2,1,2,84.57939910888672
249,15,10,2,2,1,12.0
250,15,10,2,2,1,53.95000076293945
247,15,10,2,2,2,19.84760093688965
248,15,10,2,2,2,67.74230194091797
244,15,10,3,1,1,216.1000061035156
243,15,10,3,1,2,228.6970062255859
252,15,13,1,1,1,13.19999980926514
251,15,13,1,1,2,19.89170074462891
254,15,13,1,2,1,24.5
253,15,13,1,2,2,25.125
258,15,13,2,1,1,38.86669921875
257,15,13,2,1,2,54.8578987121582
260,15,13,2,2,1,58.70000076293945
259,15,13,2,2,2,72.35489654541016
256,15,13,3,1,1,156.4575958251953
255,15,13,3,1,2,161.4539947509766
2602,16,4,1,1,1,12353.455078125
2601,16,4,1,1,2,13346.791015625
2605,16,4,1,2,1,4627.8095703125
2606,16,4,1,2,1,4686.68310546875
2603,16,4,1,2,2,4895.3759765625
2604,16,4,1,2,2,5093.7568359375
2610,16,4,2,1,1,25375.490234375
2609,16,4,2,1,2,28288.916015625
2613,16,4,2,2,1,19573.92578125
2614,16,4,2,2,1,12910.7314453125
2611,16,4,2,2,2,21584.734375
2612,16,4,2,2,2,14975.958984375
2608,16,4,3,1,1,47534.63671875
2607,16,4,3,1,2,49373.578125
2616,16,7,1,1,1,13770.5078125
2615,16,7,1,1,2,14787.6689453125
2619,16,7,1,2,1,2650.199951171875
2620,16,7,1,2,1,5996.06689453125
2617,16,7,1,2,2,2869.518310546875
2618,16,7,1,2,2,6400.7294921875
2624,16,7,2,1,1,29322.357421875
2623,16,7,2,1,2,32936.890625
2627,16,7,2,2,1,19669.923828125
2628,16,7,2,2,1,17248.498046875
2625,16,7,2,2,2,21906.71484375
2626,16,7,2,2,2,19818.58984375
2622,16,7,3,1,1,53498.70703125
2621,16,7,3,1,2,55584.98828125
2630,16,10,1,1,1,16496.42578125
2629,16,10,1,1,2,17063.099609375
2633,16,10,1,2,1,1207.166748046875
2634,16,10,1,2,1,6705.14306640625
2631,16,10,1,2,2,1265.97216796875
2632,16,10,1,2,2,7149.0625
2638,16,10,2,1,1,30865.63671875
2637,16,10,2,1,2,34242.7578125
2641,16,10,2,2,1,15475.755859375
2642,16,10,2,2,1,19041.2109375
2639,16,10,2,2,2,17128.435546875
2640,16,10,2,2,2,21911.94921875
2636,16,10,3,1,1,63791.5703125
2635,16,10,3,1,2,65330.09765625
2644,16,13,1,1,1,12393.033203125
2643,16,13,1,1,2,12952.216796875
2646,16,13,1,2,1,6704.72607421875
2645,16,13,1,2,2,7166.5263671875
2650,16,13,2,1,1,28237.142578125
2649,16,13,2,1,2,29947.609375
2652,16,13,2,2,1,20954.580078125
2651,16,13,2,2,2,23881.197265625
2648,16,13,3,1,1,64157.70703125
2647,16,13,3,1,2,65221.52734375
4786,17,4,1,1,1,1716.650024414063
4785,17,4,1,1,2,1873.780883789063
4789,17,4,1,2,1,796.7000122070312
4790,17,4,1,2,1,994.4166870117188
4787,17,4,1,2,2,839.1102905273438
4788,17,4,1,2,2,1004.235717773438
4794,17,4,2,1,1,13147.4248046875
4793,17,4,2,1,2,13885.802734375
4797,17,4,2,2,1,11056.31640625
4798,17,4,2,2,1,10659.3017578125
4795,17,4,2,2,2,11609.443359375
4796,17,4,2,2,2,10980.4453125
4792,17,4,3,1,1,684.3167114257812
4791,17,4,3,1,2,896.6762084960938
4800,17,7,1,1,1,1501.25
4799,17,7,1,1,2,1596.46337890625
4803,17,7,1,2,1,552.5
4804,17,7,1,2,1,1031.733276367188
4801,17,7,1,2,2,568.0908813476562
4802,17,7,1,2,2,1087.06494140625
4808,17,7,2,1,1,13968.2255859375
4807,17,7,2,1,2,14777.203125
4811,17,7,2,2,1,11981.5830078125
4812,17,7,2,2,1,11177.09375
4809,17,7,2,2,2,12522.7890625
4810,17,7,2,2,2,11558.1923828125
4806,17,7,3,1,1,561.9000244140625
4805,17,7,3,1,2,823.3292846679688
4814,17,10,1,1,1,1320.0
4813,17,10,1,1,2,1473.89599609375
4817,17,10,1,2,1,318.3333129882813
4818,17,10,1,2,1,1151.5
4815,17,10,1,2,2,344.6666870117188
4816,17,10,1,2,2,1192.499755859375
4822,17,10,2,1,1,13962.0556640625
4821,17,10,2,1,2,14710.609375
4825,17,10,2,2,1,10738.9501953125
4826,17,10,2,2,1,11699.625
4823,17,10,2,2,2,11164.5048828125
4824,17,10,2,2,2,12220.77734375
4820,17,10,3,1,1,445.7619018554688
4819,17,10,3,1,2,708.014404296875
4828,17,13,1,1,1,1348.25
4827,17,13,1,1,2,1508.138061523438
4830,17,13,1,2,1,972.86669921875
4829,17,13,1,2,2,981.8585815429688
4834,17,13,2,1,1,13869.42578125
4833,17,13,2,1,2,14467.0283203125
4836,17,13,2,2,1,10806.3974609375
4835,17,13,2,2,2,11271.212890625
4832,17,13,3,1,1,407.61669921875
4831,17,13,3,1,2,661.3173828125
262,18,4,1,1,1,13.83329963684082
261,18,4,1,1,2,19.36190032958984
265,18,4,1,2,1,1.5
266,18,4,1,2,1,5.333300113677979
263,18,4,1,2,2,3.542900085449219
264,18,4,1,2,2,9.83329963684082
270,18,4,2,1,1,61.95240020751953
269,18,4,2,1,2,81.82859802246094
273,18,4,2,2,1,32.61899948120117
274,18,4,2,2,1,29.64999961853027
271,18,4,2,2,2,45.40240097045898
272,18,4,2,2,2,36.10950088500977
268,18,4,3,1,1,140.6667022705078
267,18,4,3,1,2,150.1226043701172
276,18,7,1,1,1,16.5
275,18,7,1,1,2,24.60000038146973
279,18,7,1,2,1,1.333299994468689
280,18,7,1,2,1,13.21430015563965
277,18,7,1,2,2,2.866699934005737
278,18,7,1,2,2,17.60000038146973
284,18,7,2,1,1,60.08330154418945
283,18,7,2,1,2,84.77539825439453
287,18,7,2,2,1,16.83329963684082
288,18,7,2,2,1,29.08329963684082
285,18,7,2,2,2,32.25320053100586
286,18,7,2,2,2,43.47620010375977
282,18,7,3,1,1,118.0
281,18,7,3,1,2,131.3713989257813
290,18,10,1,1,1,15.5
289,18,10,1,1,2,22.17779922485352
293,18,10,1,2,1,0.5
294,18,10,1,2,1,7.5
291,18,10,1,2,2,0.9444000124931335
292,18,10,1,2,2,12.29290008544922
298,18,10,2,1,1,54.33330154418945
297,18,10,2,1,2,75.85900115966797
301,18,10,2,2,1,15.5
302,18,10,2,2,1,35.53329849243164
299,18,10,2,2,2,23.53330039978027
300,18,10,2,2,2,46.25559997558594
296,18,10,3,1,1,118.3332977294922
295,18,10,3,1,2,125.1110992431641
304,18,13,1,1,1,4.833300113677979
303,18,13,1,1,2,8.199999809265137
306,18,13,1,2,1,9.66670036315918
305,18,13,1,2,2,15.51749992370605
310,18,13,2,1,1,31.19289970397949
309,18,13,2,1,2,44.50439834594727
312,18,13,2,2,1,29.16670036315918
311,18,13,2,2,2,46.0718994140625
308,18,13,3,1,1,86.0333023071289
307,18,13,3,1,2,92.39820098876952
314,19,4,1,1,1,3.0
313,19,4,1,1,2,2.819400072097778
317,19,4,1,2,1,1.0
318,19,4,1,2,1,1.0
315,19,4,1,2,2,1.208299994468689
316,19,4,1,2,2,5.394400119781494
322,19,4,2,1,1,9.0
321,19,4,2,1,2,49.56900024414063
325,19,4,2,2,1,7.5
326,19,4,2,2,1,4.333300113677979
323,19,4,2,2,2,41.70790100097656
324,19,4,2,2,2,24.9857006072998
320,19,4,3,1,1,13.5
319,19,4,3,1,2,16.8528003692627
328,19,7,1,1,1,8.0
327,19,7,1,1,2,14.72259998321533
331,19,7,1,2,1,1.0
332,19,7,1,2,1,3.0
329,19,7,1,2,2,2.680599927902222
330,19,7,1,2,2,3.333300113677979
336,19,7,2,1,1,9.714300155639648
335,19,7,2,1,2,53.51200103759766
339,19,7,2,2,1,3.0
340,19,7,2,2,1,4.928599834442139
337,19,7,2,2,2,43.21110153198242
338,19,7,2,2,2,18.62299919128418
334,19,7,3,1,1,9.0
333,19,7,3,1,2,15.40320014953613
342,19,10,1,1,1,5.0
341,19,10,1,1,2,13.46030044555664
345,19,10,1,2,1,1.0
346,19,10,1,2,1,2.0
343,19,10,1,2,2,1.0
344,19,10,1,2,2,1.975499987602234
350,19,10,2,1,1,11.5
349,19,10,2,1,2,40.31470108032227
353,19,10,2,2,1,6.0
354,19,10,2,2,1,7.75
351,19,10,2,2,2,23.11940002441406
352,19,10,2,2,2,43.04560089111328
348,19,10,3,1,1,9.0
347,19,10,3,1,2,19.94370079040527
356,19,13,1,1,1,0.0
355,19,13,1,1,2,9.326199531555176
358,19,13,1,2,1,1.0
357,19,13,1,2,2,0.916700005531311
362,19,13,2,1,1,8.16670036315918
361,19,13,2,1,2,48.14920043945313
364,19,13,2,2,1,7.0
363,19,13,2,2,2,45.25230026245117
360,19,13,3,1,1,4.0
359,19,13,3,1,2,15.65950012207031
2654,20,4,1,1,1,16.0
2653,20,4,1,1,2,26.37779998779297
2657,20,4,1,2,1,9.0
2658,20,4,1,2,1,6.0
2655,20,4,1,2,2,12.72500038146973
2656,20,4,1,2,2,14.79290008544922
2662,20,4,2,1,1,15.16670036315918
2661,20,4,2,1,2,27.38260078430176
2665,20,4,2,2,1,10.16670036315918
2666,20,4,2,2,1,6.5
2663,20,4,2,2,2,18.48259925842285
2664,20,4,2,2,2,16.48500061035156
2660,20,4,3,1,1,28.0
2659,20,4,3,1,2,36.96110153198242
2668,20,7,1,1,1,16.0
2667,20,7,1,1,2,37.73329925537109
2671,20,7,1,2,1,4.0
2672,20,7,1,2,1,12.5
2669,20,7,1,2,2,11.39999961853027
2670,20,7,1,2,2,23.04400062561035
2676,20,7,2,1,1,14.66670036315918
2675,20,7,2,1,2,39.01940155029297
2679,20,7,2,2,1,6.0
2680,20,7,2,2,1,9.33329963684082
2677,20,7,2,2,2,17.07620048522949
2678,20,7,2,2,2,19.71479988098145
2674,20,7,3,1,1,34.0
2673,20,7,3,1,2,52.48329925537109
2682,20,10,1,1,1,14.5
2681,20,10,1,1,2,31.17020034790039
2685,20,10,1,2,1,5.0
2686,20,10,1,2,1,10.16670036315918
2683,20,10,1,2,2,5.5
2684,20,10,1,2,2,28.57819938659668
2690,20,10,2,1,1,14.0
2689,20,10,2,1,2,40.53089904785156
2693,20,10,2,2,1,2.0
2694,20,10,2,2,1,6.0
2691,20,10,2,2,2,8.085599899291992
2692,20,10,2,2,2,17.49209976196289
2688,20,10,3,1,1,15.5
2687,20,10,3,1,2,37.206298828125
2696,20,13,1,1,1,19.0
2695,20,13,1,1,2,36.96670150756836
2698,20,13,1,2,1,7.5
2697,20,13,1,2,2,14.48289966583252
2702,20,13,2,1,1,10.5
2701,20,13,2,1,2,26.71649932861328
2704,20,13,2,2,1,9.952400207519531
2703,20,13,2,2,2,23.79949951171875
2700,20,13,3,1,1,30.5
2699,20,13,3,1,2,49.57619857788086
2706,21,4,1,1,1,7.333300113677979
2705,21,4,1,1,2,7.433300018310547
2709,21,4,1,2,1,0.0
2710,21,4,1,2,1,6.5
2707,21,4,1,2,2,0.0
2708,21,4,1,2,2,7.0
2714,21,4,2,1,1,9.5
2713,21,4,2,1,2,9.244400024414062
2717,21,4,2,2,1,2.5
2718,21,4,2,2,1,7.166699886322021
2715,21,4,2,2,2,2.244400024414063
2716,21,4,2,2,2,6.36870002746582
2712,21,4,3,1,1,7.333300113677979
2711,21,4,3,1,2,7.383299827575684
2720,21,7,1,1,1,6.666699886322021
2719,21,7,1,1,2,6.875
2723,21,7,1,2,1,1.0
2724,21,7,1,2,1,3.5
2721,21,7,1,2,2,1.0
2722,21,7,1,2,2,3.299999952316284
2728,21,7,2,1,1,7.666699886322021
2727,21,7,2,1,2,7.875
2731,21,7,2,2,1,2.0
2732,21,7,2,2,1,2.333300113677979
2729,21,7,2,2,2,2.0
2730,21,7,2,2,2,2.686100006103516
2726,21,7,3,1,1,10.16670036315918
2725,21,7,3,1,2,10.25399971008301
2734,21,10,1,1,1,8.75
2733,21,10,1,1,2,7.93690013885498
2737,21,10,1,2,1,0.0
2738,21,10,1,2,1,1.0
2735,21,10,1,2,2,0.0
2736,21,10,1,2,2,2.5
2742,21,10,2,1,1,10.25
2741,21,10,2,1,2,9.236900329589844
2745,21,10,2,2,1,1.0
2746,21,10,2,2,1,3.5
2743,21,10,2,2,2,1.0
2744,21,10,2,2,2,3.299999952316284
2740,21,10,3,1,1,10.75
2739,21,10,3,1,2,9.825799942016602
2748,21,13,1,1,1,5.5
2747,21,13,1,1,2,5.209499835968018
2750,21,13,1,2,1,7.0
2749,21,13,1,2,2,7.0
2754,21,13,2,1,1,3.5
2753,21,13,2,1,2,3.833300113677979
2756,21,13,2,2,1,5.0
2755,21,13,2,2,2,5.944399833679199
2752,21,13,3,1,1,15.5
2751,21,13,3,1,2,14.48040008544922
2758,22,4,1,1,1,35.53329849243164
2757,22,4,1,1,2,15.10709953308105
2761,22,4,1,2,1,13.0
2762,22,4,1,2,1,28.33329963684082
2759,22,4,1,2,2,7.285699844360352
2760,22,4,1,2,2,9.476200103759766
2766,22,4,2,1,1,67.33329772949219
2765,22,4,2,1,2,20.07780075073242
2769,22,4,2,2,1,82.16670227050781
2770,22,4,2,2,1,93.7166976928711
2767,22,4,2,2,2,12.32779979705811
2768,22,4,2,2,2,13.17780017852783
2764,22,4,3,1,1,39.11669921875
2763,22,4,3,1,2,14.05000019073486
2772,22,7,1,1,1,40.66669845581055
2771,22,7,1,1,2,15.22859954833984
2775,22,7,1,2,1,10.16670036315918
2776,22,7,1,2,1,24.0
2773,22,7,1,2,2,1.700000047683716
2774,22,7,1,2,2,9.010299682617188
2780,22,7,2,1,1,71.0
2779,22,7,2,1,2,17.82379913330078
2783,22,7,2,2,1,81.25
2784,22,7,2,2,1,104.4167022705078
2781,22,7,2,2,2,6.183300018310547
2782,22,7,2,2,2,10.14999961853027
2778,22,7,3,1,1,34.25
2777,22,7,3,1,2,14.39050006866455
2786,22,10,1,1,1,52.0
2785,22,10,1,1,2,20.30949974060059
2789,22,10,1,2,1,5.0
2790,22,10,1,2,1,29.0
2787,22,10,1,2,2,0.0
2788,22,10,1,2,2,8.79170036315918
2794,22,10,2,1,1,75.0
2793,22,10,2,1,2,15.90480041503906
2797,22,10,2,2,1,77.0
2798,22,10,2,2,1,101.0417022705078
2795,22,10,2,2,2,8.361900329589844
2796,22,10,2,2,2,13.7278003692627
2792,22,10,3,1,1,47.5
2791,22,10,3,1,2,17.97620010375977
2800,22,13,1,1,1,28.5
2799,22,13,1,1,2,13.64290046691895
2802,22,13,1,2,1,26.0
2801,22,13,1,2,2,3.935699939727783
2806,22,13,2,1,1,58.75
2805,22,13,2,1,2,14.66670036315918
2808,22,13,2,2,1,94.75
2807,22,13,2,2,2,8.827799797058105
2804,22,13,3,1,1,54.70000076293945
2803,22,13,3,1,2,19.21820068359375
366,23,4,1,1,1,212.3999938964844
365,23,4,1,1,2,311.5090942382813
369,23,4,1,2,1,95.0
370,23,4,1,2,1,125.25
367,23,4,1,2,2,146.2595062255859
368,23,4,1,2,2,192.7357025146484
374,23,4,2,1,1,191.0944061279297
373,23,4,2,1,2,378.9617004394531
377,23,4,2,2,1,137.3999938964844
378,23,4,2,2,1,118.7077026367188
375,23,4,2,2,2,294.7344055175781
376,23,4,2,2,2,328.7712097167969
372,23,4,3,1,1,179.7082977294922
371,23,4,3,1,2,230.6463928222656
380,23,7,1,1,1,187.3332977294922
379,23,7,1,1,2,241.9299011230469
383,23,7,1,2,1,70.5
384,23,7,1,2,1,172.3332977294922
381,23,7,1,2,2,84.68099975585938
382,23,7,1,2,2,242.9002990722656
388,23,7,2,1,1,196.0832977294922
387,23,7,2,1,2,384.3919067382813
391,23,7,2,2,1,106.4167022705078
392,23,7,2,2,1,150.7467956542969
389,23,7,2,2,2,261.2903137207031
390,23,7,2,2,2,364.2214965820313
386,23,7,3,1,1,178.0
385,23,7,3,1,2,226.9129028320313
394,23,10,1,1,1,225.8999938964844
393,23,10,1,1,2,311.4971923828125
397,23,10,1,2,1,47.0
398,23,10,1,2,1,158.0
395,23,10,1,2,2,58.74290084838867
396,23,10,1,2,2,253.1553955078125
402,23,10,2,1,1,170.3332977294922
401,23,10,2,1,2,365.0618896484375
405,23,10,2,2,1,69.16670227050781
406,23,10,2,2,1,162.9333038330078
403,23,10,2,2,2,183.1676025390625
404,23,10,2,2,2,346.8471069335938
400,23,10,3,1,1,201.7095031738281
399,23,10,3,1,2,261.3364868164063
408,23,13,1,1,1,189.6999969482422
407,23,13,1,1,2,249.8415069580078
410,23,13,1,2,1,139.3332977294922
409,23,13,1,2,2,195.1293029785156
414,23,13,2,1,1,120.61669921875
413,23,13,2,1,2,265.1572875976563
416,23,13,2,2,1,111.5
415,23,13,2,2,2,293.9137878417969
412,23,13,3,1,1,277.9500122070313
411,23,13,3,1,2,326.0003967285156
2810,24,4,1,1,1,0.0
2809,24,4,1,1,2,2.700000047683716
2813,24,4,1,2,1,0.0
2814,24,4,1,2,1,0.0
2811,24,4,1,2,2,2.0
2812,24,4,1,2,2,2.666699886322021
2818,24,4,2,1,1,1.0
2817,24,4,2,1,2,5.949999809265137
2821,24,4,2,2,1,0.0
2822,24,4,2,2,1,1.5
2819,24,4,2,2,2,3.366699934005737
2820,24,4,2,2,2,4.949999809265137
2816,24,4,3,1,1,2.0
2815,24,4,3,1,2,3.625
2824,24,7,1,1,1,0.0
2823,24,7,1,1,2,0.2000000029802322
2827,24,7,1,2,1,0.0
2828,24,7,1,2,1,1.0
2825,24,7,1,2,2,0.0
2826,24,7,1,2,2,3.333300113677979
2832,24,7,2,1,1,2.5
2831,24,7,2,1,2,4.926199913024902
2835,24,7,2,2,1,2.0
2836,24,7,2,2,1,0.8611000180244446
2833,24,7,2,2,2,4.449999809265137
2834,24,7,2,2,2,3.916699886322021
2830,24,7,3,1,1,1.0
2829,24,7,3,1,2,1.200000047683716
2838,24,10,1,1,1,2.0
2837,24,10,1,1,2,9.08329963684082
2841,24,10,1,2,1,1.0
2842,24,10,1,2,1,0.0
2839,24,10,1,2,2,1.0
2840,24,10,1,2,2,1.785699963569641
2846,24,10,2,1,1,5.5
2845,24,10,2,1,2,8.39169979095459
2849,24,10,2,2,1,3.5
2850,24,10,2,2,1,0.0
2847,24,10,2,2,2,5.791699886322021
2848,24,10,2,2,2,2.416699886322021
2844,24,10,3,1,1,1.0
2843,24,10,3,1,2,8.33329963684082
2852,24,13,1,1,1,0.0
2851,24,13,1,1,2,3.583300113677979
2854,24,13,1,2,1,0.0
2853,24,13,1,2,2,0.0
2858,24,13,2,1,1,1.0
2857,24,13,2,1,2,3.624200105667114
2860,24,13,2,2,1,3.5
2859,24,13,2,2,2,4.283299922943115
2856,24,13,3,1,1,1.0
2855,24,13,3,1,2,4.25
418,25,4,1,1,1,1778.583251953125
417,25,4,1,1,2,1691.6982421875
421,25,4,1,2,1,701.3333129882812
422,25,4,1,2,1,1195.628784179688
419,25,4,1,2,2,654.2246704101562
420,25,4,1,2,2,1165.142456054688
426,25,4,2,1,1,1621.551147460938
425,25,4,2,1,2,1551.47509765625
429,25,4,2,2,1,1098.101196289063
430,25,4,2,2,1,1067.521728515625
427,25,4,2,2,2,1071.034912109375
428,25,4,2,2,2,1119.286499023438
424,25,4,3,1,1,1423.916748046875
423,25,4,3,1,2,1346.629028320313
432,25,7,1,1,1,1712.583251953125
431,25,7,1,1,2,1624.458740234375
435,25,7,1,2,1,464.1666870117188
436,25,7,1,2,1,1311.666748046875
433,25,7,1,2,2,436.7619934082031
434,25,7,1,2,2,1277.517456054688
440,25,7,2,1,1,1734.361083984375
439,25,7,2,1,2,1624.448852539063
443,25,7,2,2,1,829.2777709960938
444,25,7,2,2,1,1205.8349609375
441,25,7,2,2,2,751.8201904296875
442,25,7,2,2,2,1221.486572265625
438,25,7,3,1,1,1410.166748046875
437,25,7,3,1,2,1376.8525390625
446,25,10,1,1,1,1822.11669921875
445,25,10,1,1,2,1695.09130859375
449,25,10,1,2,1,213.5
450,25,10,1,2,1,1274.083251953125
447,25,10,1,2,2,202.3094940185547
448,25,10,1,2,2,1227.517822265625
454,25,10,2,1,1,1813.556030273438
453,25,10,2,1,2,1694.980102539063
457,25,10,2,2,1,517.6286010742188
458,25,10,2,2,1,1206.527099609375
455,25,10,2,2,2,497.0230102539063
456,25,10,2,2,2,1193.076049804688
452,25,10,3,1,1,1546.574951171875
451,25,10,3,1,2,1458.881958007813
460,25,13,1,1,1,1611.783325195313
459,25,13,1,1,2,1572.896240234375
462,25,13,1,2,1,1143.25
461,25,13,1,2,2,1078.34033203125
466,25,13,2,1,1,1220.916748046875
465,25,13,2,1,2,1174.006225585938
468,25,13,2,2,1,1248.827758789063
467,25,13,2,2,2,1176.196655273438
464,25,13,3,1,1,1522.150024414063
463,25,13,3,1,2,1544.612060546875
2862,26,4,1,1,1,0.0
2861,26,4,1,1,2,0.0
2865,26,4,1,2,1,0.0
2866,26,4,1,2,1,0.0
2863,26,4,1,2,2,0.0
2864,26,4,1,2,2,0.25
2870,26,4,2,1,1,0.0
2869,26,4,2,1,2,1.0
2873,26,4,2,2,1,0.0
2874,26,4,2,2,1,0.0
2871,26,4,2,2,2,1.0
2872,26,4,2,2,2,0.699999988079071
2868,26,4,3,1,1,0.0
2867,26,4,3,1,2,0.0
2876,26,7,1,1,1,0.0
2875,26,7,1,1,2,0.0
2879,26,7,1,2,1,0.0
2880,26,7,1,2,1,0.0
2877,26,7,1,2,2,0.0
2878,26,7,1,2,2,0.0
2884,26,7,2,1,1,0.0
2883,26,7,2,1,2,0.0
2887,26,7,2,2,1,0.0
2888,26,7,2,2,1,0.0
2885,26,7,2,2,2,0.0
2886,26,7,2,2,2,0.0
2882,26,7,3,1,1,0.0
2881,26,7,3,1,2,0.0
2890,26,10,1,1,1,0.0
2889,26,10,1,1,2,0.0
2893,26,10,1,2,1,0.0
2894,26,10,1,2,1,0.0
2891,26,10,1,2,2,0.0
2892,26,10,1,2,2,0.0
2898,26,10,2,1,1,0.0
2897,26,10,2,1,2,0.0
2901,26,10,2,2,1,0.0
2902,26,10,2,2,1,0.0
2899,26,10,2,2,2,0.0
2900,26,10,2,2,2,0.0
2896,26,10,3,1,1,0.0
2895,26,10,3,1,2,0.0
2904,26,13,1,1,1,0.0
2903,26,13,1,1,2,0.0
2906,26,13,1,2,1,0.0
2905,26,13,1,2,2,0.0
2910,26,13,2,1,1,0.0
2909,26,13,2,1,2,0.0
2912,26,13,2,2,1,0.0
2911,26,13,2,2,2,0.0
2908,26,13,3,1,1,0.0
2907,26,13,3,1,2,0.0
2914,27,4,1,1,1,1.0
2913,27,4,1,1,2,1.0
2917,27,4,1,2,1,0.0
2918,27,4,1,2,1,0.5
2915,27,4,1,2,2,0.0
2916,27,4,1,2,2,0.333299994468689
2922,27,4,2,1,1,2.5
2921,27,4,2,1,2,4.394400119781494
2925,27,4,2,2,1,1.5
2926,27,4,2,2,1,0.25
2923,27,4,2,2,2,3.833300113677979
2924,27,4,2,2,2,2.75
2920,27,4,3,1,1,26.0
2919,27,4,3,1,2,26.5
2928,27,7,1,1,1,0.0
2927,27,7,1,1,2,0.1429000049829483
2931,27,7,1,2,1,0.0
2932,27,7,1,2,1,0.0
2929,27,7,1,2,2,0.1429000049829483
2930,27,7,1,2,2,0.0
2936,27,7,2,1,1,2.583300113677979
2935,27,7,2,1,2,5.995200157165527
2939,27,7,2,2,1,0.583299994468689
2940,27,7,2,2,1,1.5
2937,27,7,2,2,2,3.82859992980957
2938,27,7,2,2,2,3.541699886322021
2934,27,7,3,1,1,16.0
2933,27,7,3,1,2,17.66230010986328
2942,27,10,1,1,1,0.333299994468689
2941,27,10,1,1,2,0.166700005531311
2945,27,10,1,2,1,0.0
2946,27,10,1,2,1,1.0
2943,27,10,1,2,2,0.0
2944,27,10,1,2,2,1.392899990081787
2950,27,10,2,1,1,2.0
2949,27,10,2,1,2,3.325000047683716
2953,27,10,2,2,1,1.0
2954,27,10,2,2,1,1.0
2951,27,10,2,2,2,0.824999988079071
2952,27,10,2,2,2,3.142899990081787
2948,27,10,3,1,1,5.083300113677979
2947,27,10,3,1,2,4.842899799346924
2956,27,13,1,1,1,1.0
2955,27,13,1,1,2,1.533300042152405
2958,27,13,1,2,1,0.0
2957,27,13,1,2,2,0.0
2962,27,13,2,1,1,0.0
2961,27,13,2,1,2,1.200000047683716
2964,27,13,2,2,1,3.083300113677979
2963,27,13,2,2,2,6.745200157165527
2960,27,13,3,1,1,11.75
2959,27,13,3,1,2,12.11670017242432
2966,28,4,1,1,1,6.666699886322021
2965,28,4,1,1,2,9.816699981689451
2969,28,4,1,2,1,0.0
2970,28,4,1,2,1,1.833299994468689
2967,28,4,1,2,2,1.0
2968,28,4,1,2,2,7.199999809265137
2974,28,4,2,1,1,15.0
2973,28,4,2,1,2,40.55950164794922
2977,28,4,2,2,1,9.5
2978,28,4,2,2,1,15.33329963684082
2975,28,4,2,2,2,30.3523998260498
2976,28,4,2,2,2,55.10129928588867
2972,28,4,3,1,1,38.5
2971,28,4,3,1,2,46.81669998168945
2980,28,7,1,1,1,4.0
2979,28,7,1,1,2,9.615900039672852
2983,28,7,1,2,1,0.0
2984,28,7,1,2,1,3.0
2981,28,7,1,2,2,1.0
2982,28,7,1,2,2,6.477799892425537
2988,28,7,2,1,1,12.56669998168945
